Order ID,Sales,Profit,City,State,Customer Segment,Product Category
225,23.7,-8.97,Holbrook,New York,Home Office,Office Supplies
229,586.11,98.44,Blaine,Minnesota,Consumer,Furniture
229,599.1,3.82,Atlanta,Georgia,Consumer,Office Supplies
230,2029.75,320.37,Burleson,Texas,Corporate,Office Supplies
230,1118.396,-212.33,Burleson,Texas,Corporate,Technology
231,689.74,-490.84,Hollywood,Florida,Small Business,Office Supplies
258,154.35,-91.14,Auburn,Maine,Home Office,Office Supplies
258,201.36,-284.40,Brunswick,Maine,Home Office,Office Supplies
258,216.77,-55.11,Hudson,New Hampshire,Home Office,Office Supplies
261,5677.609,1680.79,Garden City,Kansas,Small Business,Technology
263,136.77,-136.25,Davis,California,Corporate,Office Supplies
290,188.73,-32.48,Deer Park,New York,Home Office,Office Supplies
292,412.62,175.54,Taylors,South Carolina,Consumer,Office Supplies
293,10123.02,457.81,Tinley Park,Illinois,Consumer,Office Supplies
293,244.57,46.71,Tinley Park,Illinois,Consumer,Office Supplies
294,6375.28,489.02,Urbandale,Iowa,Home Office,Office Supplies
322,2634.8555,257.76,Allen Park,Michigan,Corporate,Technology
322,281,-291.59,Ann Arbor,Michigan,Corporate,Office Supplies
323,108.09,25.76,Scottsdale,Arizona,Small Business,Office Supplies
323,55.34,-31.24,Scottsdale,Arizona,Small Business,Office Supplies
324,3872.634,667.33,Sanford,North Carolina,Small Business,Technology
325,884.1275,-178.71,Sanford,Maine,Corporate,Technology
326,218.27,-44.14,Columbia,Maryland,Consumer,Office Supplies
326,100.95,-21.30,Crofton,Maryland,Consumer,Office Supplies
353,46.94,3.88,Redwood City,California,Home Office,Office Supplies
355,1239.6315,-172.55,College Station,Texas,Small Business,Technology
358,1640.9,-1348.06,Lewiston,Idaho,Corporate,Furniture
358,1235.87,269.27,Lewiston,Idaho,Corporate,Technology
359,3659.66,-500.38,Pleasant Grove,Utah,Corporate,Furniture
384,7666.04,-1820.84,Bend,Oregon,Corporate,Furniture
386,14.96,-0.03,Mount Vernon,Ohio,Corporate,Office Supplies
386,15.69,-1.59,Mount Vernon,Ohio,Corporate,Office Supplies
388,517.93,-94.73,Bartlesville,Oklahoma,Home Office,Office Supplies
416,1156.6715,88.52,Grove City,Ohio,Consumer,Technology
417,15260.78,8734.88,East Los Angeles,California,Small Business,Technology
417,540.41,-170.98,East Los Angeles,California,Small Business,Office Supplies
420,43.29,-20.69,Marysville,Washington,Small Business,Office Supplies
420,41.7,-14.56,Marysville,Washington,Small Business,Office Supplies
448,1162.4005,-284.63,Long Beach,California,Corporate,Technology
449,356.7,-48.97,San Marcos,Texas,Corporate,Furniture
450,1000.78,109.33,Fort Dodge,Iowa,Consumer,Office Supplies
450,543.72,-211.13,Fort Dodge,Iowa,Consumer,Office Supplies
454,234.2,56.22,Altoona,Pennsylvania,Small Business,Office Supplies
481,4509.3775,1426.26,Highlands Ranch,Colorado,Home Office,Technology
483,4965.7595,1198.97,Rock Island,Illinois,Corporate,Technology
487,210.4,-18.96,Orlando,Florida,Corporate,Office Supplies
512,1309.53,19.18,East Point,Georgia,Home Office,Furniture
512,806.37,-166.40,East Point,Georgia,Home Office,Office Supplies
513,5437.92,-684.57,Cleveland,Ohio,Home Office,Furniture
515,394.27,30.94,Wheeling,Illinois,Consumer,Office Supplies
515,146.69,4.43,Wilmette,Illinois,Consumer,Furniture
548,129.49,36.02,Murray,Kentucky,Home Office,Office Supplies
548,202.95,-50.64,Murray,Kentucky,Home Office,Office Supplies
548,2753.1925,510.49,Murray,Kentucky,Home Office,Technology
549,70.24,-59.75,Monroeville,Pennsylvania,Consumer,Office Supplies
549,40.75,-27.57,Monroeville,Pennsylvania,Consumer,Office Supplies
549,1150.88,-911.56,Monroeville,Pennsylvania,Consumer,Office Supplies
610,283.65,-29.21,Fayetteville,Arkansas,Home Office,Office Supplies
611,840.04,-131.27,Cleveland,Ohio,Home Office,Office Supplies
612,262.87,-166.29,Van Buren,Arkansas,Corporate,Office Supplies
612,2531.0875,881.68,Van Buren,Arkansas,Corporate,Technology
613,93.54,-54.04,Waukegan,Illinois,Corporate,Office Supplies
613,905.08,127.70,Waukegan,Illinois,Corporate,Office Supplies
614,628.22,163.81,Camp Springs,Maryland,Corporate,Furniture
614,3366.1,-335.32,Camp Springs,Maryland,Corporate,Furniture
640,4913.69,-1153.90,Pasadena,Texas,Consumer,Furniture
640,464.77,29.42,Pasadena,Texas,Consumer,Office Supplies
643,2781.82,-695.26,Gurnee,Illinois,Corporate,Office Supplies
644,1679.58,-171.92,Auburn,New York,Corporate,Furniture
645,557.85,89.45,Lafayette,Indiana,Consumer,Office Supplies
646,173.2,-10.90,Lake Jackson,Texas,Small Business,Office Supplies
678,228.41,-226.36,Rockford,Illinois,Home Office,Office Supplies
706,75.14,0.82,Maplewood,Minnesota,Consumer,Office Supplies
710,161.77,-150.37,Ocoee,Florida,Corporate,Office Supplies
710,447.09,89.03,Ocoee,Florida,Corporate,Furniture
710,4192.88,731.32,Ocoee,Florida,Corporate,Technology
738,560.51,32.60,White Plains,New York,Corporate,Office Supplies
738,189.95,-56.68,White Plains,New York,Corporate,Office Supplies
740,28.01,3.46,Sheboygan,Wisconsin,Corporate,Office Supplies
769,4261.94,4.15,Munster,Indiana,Consumer,Technology
771,88.84,-38.35,Henderson,Kentucky,Home Office,Office Supplies
772,589.24,-38.35,Oceanside,New York,Consumer,Office Supplies
772,233.05,86.93,Oceanside,New York,Consumer,Office Supplies
773,2071.3395,324.93,Merrillville,Indiana,Home Office,Technology
774,126.57,-752.13,Albany,Oregon,Small Business,Office Supplies
775,43.57,-19.17,Watertown,MA,Small Business,Office Supplies
775,31.87,-1.25,Wellesley,MA,Small Business,Office Supplies
801,59.85,-47.41,Poinciana,Florida,Corporate,Office Supplies
802,378.6,12.72,Lima,Ohio,Corporate,Office Supplies
802,38.5,-52.14,Lima,Ohio,Corporate,Technology
805,197.56,-119.86,Gallatin,Tennessee,Small Business,Furniture
807,196.85,-166.85,Joliet,Illinois,Home Office,Office Supplies
807,124.56,-14.33,Joliet,Illinois,Home Office,Office Supplies
832,53.46,-17.58,Kearns,Utah,Corporate,Office Supplies
833,19.32,-20.32,Kenosha,Wisconsin,Home Office,Office Supplies
834,1813.04,-164.40,Aurora,Colorado,Home Office,Technology
835,125.16,-23.48,Lancaster,Texas,Small Business,Office Supplies
837,65.7,13.41,Dickinson,North Dakota,Corporate,Office Supplies
868,716.84,134.72,Park Ridge,Illinois,Home Office,Office Supplies
868,1474.33,114.46,Park Ridge,Illinois,Home Office,Technology
870,1661.04,475.54,Orlando,Florida,Corporate,Office Supplies
871,104.94,-34.97,Saratoga,California,Home Office,Furniture
896,1246.52,52.48,The Colony,Texas,Home Office,Office Supplies
898,676.13,45.39,Hagerstown,Maryland,Consumer,Technology
898,7668.55,-715.78,Hagerstown,Maryland,Consumer,Furniture
900,1193.65,507.58,Townsend,MA,Home Office,Office Supplies
902,1925.83,359.83,Joplin,MO,Corporate,Office Supplies
928,1222.68,300.97,Overland Park,Kansas,Consumer,Office Supplies
928,390.2,45.00,Overland Park,Kansas,Consumer,Furniture
929,227.66,-100.16,Chico,California,Corporate,Technology
929,84.33,-64.29,Chico,California,Corporate,Office Supplies
930,922.39,-41.64,Winchester,Virginia,Small Business,Furniture
930,79.19,13.91,Winchester,Virginia,Small Business,Office Supplies
933,80.61,-4.72,Quincy,Illinois,Small Business,Office Supplies
960,605.97,-22.72,Fairborn,Ohio,Consumer,Furniture
962,4064.05,1408.19,Garden City,Michigan,Small Business,Office Supplies
962,3213.87,-1069.72,Grand Rapids,Michigan,Small Business,Office Supplies
964,315.02,95.16,Concord,New Hampshire,Corporate,Office Supplies
964,40.02,-1.28,New Bedford,MA,Corporate,Office Supplies
965,11230.25,-679.04,Xenia,Ohio,Corporate,Furniture
967,90.56,-37.58,Chula Vista,California,Consumer,Technology
967,1634.9,502.42,Chula Vista,California,Consumer,Office Supplies
967,11278.18,1836.81,Chula Vista,California,Consumer,Furniture
994,132.07,14.00,Garland,Texas,Corporate,Office Supplies
995,1815.49,782.91,Joliet,Illinois,Home Office,Furniture
998,248.26,93.80,Alton,Illinois,Small Business,Office Supplies
999,583.64,-179.50,Radnor,Pennsylvania,Home Office,Office Supplies
1027,1406.15,-379.10,Coos Bay,Oregon,Home Office,Furniture
1028,165.75,-28.46,Fort Dodge,Iowa,Consumer,Technology
1028,2021.147,-60.39,Fort Dodge,Iowa,Consumer,Technology
1031,226.1,-52.21,Hagerstown,Maryland,Consumer,Office Supplies
1057,341.36,-52.48,Deer Park,Texas,Corporate,Technology
1058,469.438,-888.16,Blacksburg,Virginia,Small Business,Technology
1059,127.33,5.30,Dickinson,North Dakota,Corporate,Office Supplies
1059,990.1,310.22,Dickinson,North Dakota,Corporate,Office Supplies
1060,1187.55,532.61,Pendleton,Oregon,Corporate,Office Supplies
1088,269.02,-112.00,Oakton,Virginia,Consumer,Technology
1095,142.18,-50.14,Surprise,Arizona,Consumer,Office Supplies
1127,5340.5,1215.28,Grove City,Ohio,Consumer,Furniture
1154,4462.23,440.72,Mount Prospect,Illinois,Home Office,Furniture
1154,663.784,-481.04,Mount Prospect,Illinois,Home Office,Furniture
1154,115.1,53.13,Derry,New Hampshire,Home Office,Office Supplies
1154,516.65,57.10,Stamford,Connecticut,Home Office,Office Supplies
1185,374.78,20.03,Bessemer,Alabama,Home Office,Office Supplies
1187,222.91,20.21,Indianapolis,Indiana,Corporate,Technology
1189,129.1,-59.82,Smithtown,New York,Small Business,Office Supplies
1191,3532.96,-243.60,Westfield,New Jersey,Home Office,Furniture
1217,662.16,185.21,Monroe,Louisiana,Corporate,Technology
1218,46.46,-25.13,Papillion,Nebraska,Corporate,Office Supplies
1221,14.68,-13.78,Shelby,Michigan,Corporate,Office Supplies
1221,10145.14,3724.57,Southfield,Michigan,Corporate,Office Supplies
1221,68.45,-57.88,Southfield,Michigan,Corporate,Office Supplies
1222,257.39,-121.91,Rock Springs,Wyoming,Home Office,Office Supplies
1253,494.34,-30.19,Saint Cloud,Florida,Consumer,Office Supplies
1280,827.27,-170.87,Pendleton,Oregon,Corporate,Technology
1282,892.38,366.48,Prairie Village,Kansas,Home Office,Technology
1282,29.41,-2.06,Prairie Village,Kansas,Home Office,Office Supplies
1285,3874.12,-305.98,Mankato,Minnesota,Corporate,Furniture
1285,1452.216,-277.29,Mankato,Minnesota,Corporate,Furniture
1286,234.37,-144.68,Norristown,Pennsylvania,Home Office,Office Supplies
1286,1000.3565,229.78,Norristown,Pennsylvania,Home Office,Technology
1287,3908.65,480.57,Roswell,Georgia,Corporate,Furniture
1313,840.07,-83.75,Mankato,Minnesota,Home Office,Office Supplies
1314,42.58,-7.61,Bettendorf,Iowa,Corporate,Office Supplies
1317,523.42,39.42,Fayetteville,North Carolina,Consumer,Office Supplies
1317,192.54,-186.73,Fayetteville,North Carolina,Consumer,Office Supplies
1317,156.7,-76.64,Fayetteville,North Carolina,Consumer,Office Supplies
1344,834.904,-11.68,Elgin,Illinois,Corporate,Technology
1344,2480.9205,313.58,Elgin,Illinois,Corporate,Technology
1345,2443.85,-120.85,Ponca City,Oklahoma,Corporate,Furniture
1346,4789.89,421.15,Owatonna,Minnesota,Corporate,Furniture
1382,89.335,-107.10,Glastonbury,Connecticut,Home Office,Technology
1382,158.46,-130.66,Norwich,Connecticut,Home Office,Office Supplies
1382,7180.83,487.17,Shelton,Connecticut,Home Office,Furniture
1383,17129.97,5616.08,Tooele,Utah,Consumer,Office Supplies
1411,5748.2,-459.86,Norwich,Connecticut,Small Business,Furniture
1411,6717.9325,1717.89,Roseville,California,Small Business,Technology
1412,59.03,26.92,Wilmette,Illinois,Consumer,Office Supplies
1412,97.48,-5.77,Wilmette,Illinois,Consumer,Office Supplies
1414,4530.96,-993.35,Parker,Colorado,Small Business,Furniture
1440,726.22,52.47,Benton,Arkansas,Small Business,Furniture
1444,21717.36,8249.86,Bangor,Maine,Home Office,Technology
1444,15823.27,1759.34,Burlington,Vermont,Home Office,Technology
1444,21.44,-13.67,Cheshire,Connecticut,Home Office,Office Supplies
1444,416.4,24.33,Englewood,New Jersey,Home Office,Office Supplies
1444,772.24,181.98,Providence,Rhode Island,Home Office,Office Supplies
1445,1326.09,-20.55,Novi,Michigan,Corporate,Office Supplies
1445,339.49,-74.21,Novi,Michigan,Corporate,Office Supplies
1447,2135.9735,239.40,Parkville,Maryland,Consumer,Technology
1504,293.18,64.22,Fairfax,Virginia,Corporate,Technology
1507,4345.86,126.62,Westerville,Ohio,Home Office,Technology
1537,16.6,-20.30,Hampton,New Hampshire,Corporate,Office Supplies
1538,1297.304,149.82,Pharr,Texas,Corporate,Technology
1539,511.83,-172.88,Wheaton,Illinois,Corporate,Office Supplies
1539,184.99,-144.55,Wheaton,Illinois,Corporate,Technology
1540,80.9,5.76,Calumet City,Illinois,Home Office,Office Supplies
1542,2150.25,586.93,Ormond Beach,Florida,Consumer,Office Supplies
1542,448,27.20,Oviedo,Florida,Consumer,Office Supplies
1573,759.94,-226.45,Appleton,Wisconsin,Small Business,Furniture
1575,133.65,56.28,Rancho Cucamonga,California,Small Business,Office Supplies
1575,525.674,-147.02,Rancho Cucamonga,California,Small Business,Technology
1600,303.59,-45.99,North Platte,Nebraska,Corporate,Furniture
1600,191.6,-150.74,North Platte,Nebraska,Corporate,Office Supplies
1604,622.82,128.88,Wilmington,North Carolina,Consumer,Furniture
1637,1225.52,-1191.13,Vacaville,California,Corporate,Office Supplies
1637,1024.29,-95.52,Vallejo,California,Corporate,Technology
1637,1348.57,19.57,Vallejo,California,Corporate,Office Supplies
1639,163.14,-62.20,Neenah,Wisconsin,Home Office,Office Supplies
1665,755.6075,149.17,Hilliard,Ohio,Corporate,Technology
1666,5642.18,1996.68,Lafayette,Louisiana,Corporate,Office Supplies
1699,430.88,39.00,Richfield,Minnesota,Corporate,Office Supplies
1701,2047.58,902.62,Duncanville,Texas,Consumer,Technology
1701,56.61,-22.16,Duncanville,Texas,Consumer,Furniture
1702,67.24,4.90,Oak Forest,Illinois,Home Office,Office Supplies
1761,12028.23,-547.61,Wheeling,Illinois,Corporate,Technology
1762,857.11,285.20,Albuquerque,New Mexico,Home Office,Technology
1762,69.6,6.46,Albuquerque,New Mexico,Home Office,Office Supplies
1762,1279.505,384.20,Albuquerque,New Mexico,Home Office,Technology
1764,59.99,-13.78,Coos Bay,Oregon,Small Business,Office Supplies
1767,46.34,-7.76,Boise,Idaho,Corporate,Office Supplies
1792,370.48,-5.45,Wilmette,Illinois,Consumer,Office Supplies
1793,233.43,-71.90,Broken Arrow,Oklahoma,Home Office,Office Supplies
1796,183.41,-125.41,Rose Hill,Virginia,Corporate,Office Supplies
1799,1187.12,-127.30,Port Huron,Michigan,Small Business,Furniture
1799,108.31,-52.77,Port Huron,Michigan,Small Business,Office Supplies
1824,10656.26,3116.54,Medford,Oregon,Corporate,Furniture
1824,17.06,-5.20,Medford,Oregon,Corporate,Furniture
1825,38.26,-2.34,Smithtown,New York,Small Business,Office Supplies
1826,28.32,-14.35,Mandan,North Dakota,Corporate,Office Supplies
1829,133.04,6.73,Slidell,Louisiana,Small Business,Office Supplies
1831,12586.19,619.71,Mount Lebanon,Pennsylvania,Home Office,Office Supplies
1856,1449.3,-712.14,Leawood,Kansas,Home Office,Office Supplies
1856,4374.6865,973.16,Leawood,Kansas,Home Office,Technology
1856,4283.235,676.13,Leawood,Kansas,Home Office,Technology
1857,199.76,20.00,Bremerton,Washington,Consumer,Office Supplies
1863,2415.38,-1131.60,Nampa,Idaho,Small Business,Furniture
1888,1264.46,-1249.39,Palo Alto,California,Corporate,Furniture
1888,158.25,-114.74,Paradise,California,Corporate,Office Supplies
1891,302.36,290.31,Friendswood,Texas,Small Business,Furniture
1892,193.63,-152.52,Levittown,Pennsylvania,Small Business,Office Supplies
1892,64.29,-18.85,Levittown,Pennsylvania,Small Business,Office Supplies
1895,41.25,-23.25,Roswell,Georgia,Corporate,Office Supplies
1921,7871.91,541.47,Cranston,Rhode Island,Small Business,Office Supplies
1925,909.82,292.49,Bowling Green,Kentucky,Corporate,Technology
1925,1874.37,67.84,Wichita,Kansas,Corporate,Furniture
1952,7287.55,-715.78,Canton,Ohio,Corporate,Furniture
1953,137.64,19.59,Reynoldsburg,Ohio,Small Business,Office Supplies
1985,15464.01,4407.44,Barrington,Rhode Island,Home Office,Technology
1985,11.35,-7.96,Linden,New Jersey,Home Office,Office Supplies
1988,122.14,-16.99,Sayreville,New Jersey,Corporate,Office Supplies
1991,3491.06,921.70,West Mifflin,Pennsylvania,Corporate,Furniture
1991,14383.83,5050.10,West Mifflin,Pennsylvania,Corporate,Technology
2020,213.75,-188.77,Bismarck,North Dakota,Home Office,Technology
2022,186.44,-157.18,Port Arthur,Texas,Corporate,Office Supplies
2023,294.89,-321.84,Evans,Georgia,Home Office,Technology
2023,246.57,-132.51,Evans,Georgia,Home Office,Office Supplies
2048,3752.61,637.93,Rose Hill,Virginia,Corporate,Office Supplies
2048,548.36,78.63,Rose Hill,Virginia,Corporate,Office Supplies
2050,44.46,5.27,Alexandria,Virginia,Consumer,Office Supplies
2050,542.11,-14.76,Alexandria,Virginia,Consumer,Office Supplies
2052,107.93,-68.14,East Los Angeles,California,Small Business,Office Supplies
2053,19342.84,5603.95,Sun Prairie,Wisconsin,Consumer,Furniture
2053,771.783,-449.53,Sun Prairie,Wisconsin,Consumer,Technology
2054,343.78,-246.51,Reston,Virginia,Consumer,Office Supplies
2054,826.09,215.86,Reston,Virginia,Consumer,Furniture
2055,66.41,-32.35,Antioch,California,Small Business,Office Supplies
2084,692.73,94.97,Westbrook,Maine,Corporate,Office Supplies
2086,1411.58,699.31,Bowling Green,Kentucky,Corporate,Office Supplies
2086,2115.242,371.41,Bowling Green,Kentucky,Corporate,Technology
2086,1246.68,218.48,Covington,Kentucky,Corporate,Furniture
2144,5945.3675,1585.48,Gastonia,North Carolina,Corporate,Technology
2146,6111.1685,1663.08,Sun Prairie,Wisconsin,Small Business,Technology
2146,113.71,41.70,Superior,Wisconsin,Small Business,Office Supplies
2147,605.1,92.81,Ferguson,MO,Home Office,Office Supplies
2149,43.56,21.21,Gadsden,Alabama,Consumer,Furniture
2150,3905.75,55.30,Odenton,Maryland,Corporate,Furniture
2181,102.56,36.62,Garland,Texas,Home Office,Office Supplies
2181,15.87,2.53,Georgetown,Texas,Home Office,Office Supplies
2208,82.06,-26.99,Woodbury,Minnesota,Home Office,Office Supplies
2208,23281.05,9097.65,Woodbury,Minnesota,Home Office,Technology
2209,9418.73,2245.24,Owasso,Oklahoma,Consumer,Furniture
2209,5.68,-1.82,Owasso,Oklahoma,Consumer,Office Supplies
2209,174.59,25.88,Owasso,Oklahoma,Consumer,Office Supplies
2209,1265.497,-161.12,Owasso,Oklahoma,Consumer,Technology
2211,1651.09,-2.38,Odenton,Maryland,Home Office,Technology
2211,95.89,-46.31,Odenton,Maryland,Home Office,Office Supplies
2211,80.38,-71.11,Odenton,Maryland,Home Office,Office Supplies
2213,40.31,-32.27,Reynoldsburg,Ohio,Small Business,Office Supplies
2240,186.02,16.48,Columbia,Tennessee,Consumer,Furniture
2240,142.44,-22.12,Columbia,Tennessee,Consumer,Office Supplies
2241,967.78,369.33,Columbia,Tennessee,Consumer,Office Supplies
2244,88.61,21.47,Newark,Delaware,Consumer,Office Supplies
2247,21134.71,-4266.09,Vancouver,Washington,Small Business,Technology
2272,7680.29,-513.79,Charleston,West Virginia,Consumer,Furniture
2275,278,41.67,Crystal Lake,Illinois,Small Business,Office Supplies
2277,66.54,-46.03,Calumet City,Illinois,Home Office,Technology
2277,845.32,33.67,Calumet City,Illinois,Home Office,Office Supplies
2279,4577.18,205.83,Marshalltown,Iowa,Corporate,Furniture
2279,845.9,52.53,Marshalltown,Iowa,Corporate,Office Supplies
2305,3116.47,-1578.26,Durango,Colorado,Home Office,Furniture
2305,12.41,-9.08,Durango,Colorado,Home Office,Office Supplies
2305,1382.8,141.31,Hawthorne,New Jersey,Home Office,Office Supplies
2306,113.5,-46.35,Columbia,MO,Corporate,Office Supplies
2307,182.33,40.85,Randallstown,Maryland,Corporate,Office Supplies
2309,27.01,-1.30,Huntington Beach,California,Consumer,Office Supplies
2311,1324.09,94.96,Colorado Springs,Colorado,Home Office,Furniture
2339,1634.98,-120.45,Richmond,Indiana,Small Business,Office Supplies
2341,157.49,-58.25,El Centro,California,Small Business,Office Supplies
2368,508.73,-229.67,North Olmsted,Ohio,Consumer,Office Supplies
2370,679.6,-85.76,Laurel,Maryland,Consumer,Furniture
2370,257.42,59.18,Laurel,Maryland,Consumer,Office Supplies
2373,317.59,-46.12,Papillion,Nebraska,Corporate,Office Supplies
2374,78.17,-72.70,Aspen Hill,Maryland,Consumer,Office Supplies
2433,24105.87,4073.25,Pleasant Grove,Utah,Corporate,Technology
2436,330.21,83.24,Laguna Hills,California,Corporate,Office Supplies
2438,278.68,8.90,Fort Collins,Colorado,Corporate,Office Supplies
2438,717.468,316.48,Fort Collins,Colorado,Corporate,Technology
2465,1082.45,271.87,Marshalltown,Iowa,Consumer,Technology
2466,2553.84,553.70,Tuscaloosa,Alabama,Home Office,Furniture
2467,4147.47,586.61,White Plains,New York,Corporate,Technology
2497,3629.1175,636.03,Palm Coast,Florida,Corporate,Technology
2500,22.56,-25.56,San Luis Obispo,California,Small Business,Office Supplies
2503,91.15,-71.54,West Linn,Oregon,Corporate,Office Supplies
2503,171.48,66.13,West Linn,Oregon,Corporate,Office Supplies
2503,162.1545,-73.74,West Linn,Oregon,Corporate,Technology
2530,23.46,4.58,Marshalltown,Iowa,Corporate,Office Supplies
2532,282.07,140.01,Springfield,Illinois,Corporate,Office Supplies
2532,426.037,-78.96,Springfield,Illinois,Corporate,Technology
2535,82.72,-29.71,El Cajon,California,Corporate,Technology
2560,731.22,-84.07,Westerville,Ohio,Home Office,Technology
2560,114.14,-65.62,Westerville,Ohio,Home Office,Office Supplies
2562,64.82,-32.03,Oro Valley,Arizona,Consumer,Technology
2562,77.6,-37.07,Oro Valley,Arizona,Consumer,Office Supplies
2562,821.18,308.63,Oro Valley,Arizona,Consumer,Office Supplies
2563,31.77,8.34,Vicksburg,Mississippi,Small Business,Office Supplies
2563,208.05,46.01,Vicksburg,Mississippi,Small Business,Office Supplies
2593,2004.12,276.68,Marietta,Georgia,Corporate,Office Supplies
2593,3841.72,691.13,Marietta,Georgia,Corporate,Furniture
2595,11764.25,2322.44,Lakewood,Colorado,Corporate,Furniture
2595,25.17,5.88,Lakewood,Colorado,Corporate,Furniture
2595,208.47,-125.60,Littleton,Colorado,Corporate,Office Supplies
2626,48.37,18.02,Papillion,Nebraska,Small Business,Office Supplies
2628,34.59,-60.13,Waxahachie,Texas,Consumer,Office Supplies
2628,5029.216,-752.83,Waxahachie,Texas,Consumer,Furniture
2630,146.51,37.14,Winter Springs,Florida,Corporate,Office Supplies
2631,1078.49,252.66,Country Club Hills,Illinois,Corporate,Technology
2656,523.11,-214.53,Eden Prairie,Minnesota,Consumer,Furniture
2656,913.41,237.14,Eden Prairie,Minnesota,Consumer,Technology
2657,8316.76,2108.80,Kissimmee,Florida,Home Office,Office Supplies
2657,2143.2155,464.36,Kissimmee,Florida,Home Office,Technology
2658,229.51,-189.33,Lodi,California,Small Business,Office Supplies
2658,473,-185.80,Lodi,California,Small Business,Office Supplies
2659,881.65,41.27,Kearns,Utah,Corporate,Office Supplies
2688,2080.035,844.90,Poinciana,Florida,Small Business,Technology
2688,145.42,-98.46,Pompano Beach,Florida,Small Business,Technology
2688,1559.4355,61.24,Pompano Beach,Florida,Small Business,Technology
2691,3363.14,98.75,Pharr,Texas,Corporate,Furniture
2720,2051.016,483.97,Southgate,Michigan,Small Business,Technology
2722,1895.55,807.62,Hopkinton,MA,Consumer,Technology
2725,2178.431,396.97,Rancho Cucamonga,California,Small Business,Technology
2752,695.47,226.73,Superior,Wisconsin,Small Business,Technology
2752,152.59,55.48,Superior,Wisconsin,Small Business,Office Supplies
2752,365.62,15.77,Superior,Wisconsin,Small Business,Office Supplies
2752,575.569,-86.52,Superior,Wisconsin,Small Business,Technology
2754,1427.67,422.80,Lakewood,Ohio,Home Office,Office Supplies
2754,499.26,144.05,Lakewood,Ohio,Home Office,Office Supplies
2755,736.3,259.07,Wooster,Ohio,Corporate,Office Supplies
2755,346.06,-76.54,Wooster,Ohio,Corporate,Office Supplies
2756,1344.88,-13.77,Woodland,California,Small Business,Technology
2756,248.54,111.75,Woodland,California,Small Business,Office Supplies
2757,3554.46,-1766.01,Freeport,Illinois,Corporate,Furniture
2757,569.32,84.38,Indian Trail,North Carolina,Corporate,Office Supplies
2759,827.47,45.37,Vicksburg,Mississippi,Small Business,Technology
2790,45.91,-35.54,Durango,Colorado,Home Office,Office Supplies
2790,22319.58,-734.31,Durango,Colorado,Home Office,Technology
2790,330.24,8.48,Durango,Colorado,Home Office,Office Supplies
2790,520.65,30.63,Durango,Colorado,Home Office,Office Supplies
2791,191.67,-236.27,Carpentersville,Illinois,Corporate,Office Supplies
2791,5586.33,80.44,Carpentersville,Illinois,Corporate,Furniture
2791,507.64,118.94,Carpentersville,Illinois,Corporate,Office Supplies
2816,787.56,220.04,North Miami,Florida,Corporate,Office Supplies
2817,3830.14,202.25,Hilton Head Island,South Carolina,Home Office,Technology
2817,1559.86,672.37,Mount Pleasant,South Carolina,Home Office,Furniture
2818,565.91,192.39,North Miami,Florida,Corporate,Furniture
